,cluster,complex,overlap_genes,overlap_fraction,raw_p_value,complex_size,best_described_by
396,75,CL:893,"['ADAT3', 'TRMT61A', 'METTL1']",0.5,0.033319787411953405,246,"rRNA processing, and tRNA modification"
397,75,CL:1270,"['ADAT3', 'TRMT61A', 'METTL1']",0.5,4.136107902133707e-05,25,"tRNA methylation, and MafB19-like deaminase"
398,75,CL:1273,"['TRMT61A', 'METTL1']",0.3333333333333333,0.0008874938075275976,15,"tRNA methyltransferase complex, and 16S rRNA methyltransferase RsmB/F"
399,75,CL:1277,"['TRMT61A', 'METTL1']",0.3333333333333333,8.57433846027266e-05,5,tRNA methyltransferase complex
400,75,CL:1274,"['TRMT61A', 'METTL1']",0.3333333333333333,0.00038309154985706413,10,"tRNA methyltransferase complex, and rRNA (guanine-N7)-methylation"
401,75,CL:1266,"['ADAT3', 'TRMT61A', 'METTL1']",0.5,0.0004799370175591643,56,"tRNA modification, and Enzyme-directed rRNA pseudouridine synthesis"
402,77,CL:17820,"['BRK1', 'NCKAP1L']",0.028169014084507043,0.013238942957986171,5,SCAR complex
403,79,CL:14652,"['TSC1', 'TSC2']",0.020833333333333332,0.04640252404747993,7,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain"
404,81,CL:5428,['MBD5'],0.25,0.021270186245489178,10,"PR-DUB complex, and Methyl-CpG-binding domain protein 5/6"
405,81,CL:8706,['BCAT2'],0.25,0.010677964790338947,5,"Valine biosynthetic process, and 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity"
406,81,CL:8688,['BCAT2'],0.25,0.044273523148547905,21,"mixed, incl. L-serine metabolic process, and Valine biosynthetic process"
407,81,CL:21644,['LRBA'],0.25,0.0128032538026046,6,"mixed, incl. RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding, and Evans syndrome"
408,81,CL:25578,['ZBED3'],0.25,0.0380405427368977,18,"mostly uncharacterized, incl. Zinc finger, A20-type, and GON domain"
409,81,CL:25580,['ZBED3'],0.25,0.02548316982952289,12,"mostly uncharacterized, incl. GON domain, and TRAM domain"
410,81,CL:8689,['BCAT2'],0.25,0.03177712460746617,15,"mixed, incl. Branched-chain amino acid biosynthetic process, and Serine biosynthesis"
411,82,CL:14627,"['TSC1', 'TSC2']",0.4,0.0015474001482267852,24,"mixed, incl. TOR complex, and Ribosomal protein S6 kinase activity"
412,82,CL:37243,['CYB561D2'],0.2,0.042165745937189254,16,"mixed, incl. Cytochrome b561/ferric reductase transmembrane, and Galactose oxidase/kelch, beta-propeller"
413,82,CL:14567,"['DEPDC5', 'NPRL3', 'TSC1', 'TSC2']",0.8,3.066240853495898e-06,54,"Amino acids regulate mTORC1, and TORC2 complex"
414,82,CL:14565,"['DEPDC5', 'NPRL3', 'TSC1', 'TSC2']",0.8,4.887143578526815e-05,107,"Amino acids regulate mTORC1, and MTOR signalling"
415,82,CL:14303,"['DEPDC5', 'NPRL3', 'TSC1', 'TSC2']",0.8,0.0011617262490944491,238,"mixed, incl. Amino acids regulate mTORC1, and Autophagy"
416,82,CL:14566,"['DEPDC5', 'NPRL3', 'TSC1', 'TSC2']",0.8,6.951009385880441e-06,66,"MTOR signalling, and Negative regulation of TORC1 signaling"
417,82,CL:14574,"['DEPDC5', 'NPRL3']",0.4,5.722367160936037e-05,5,Seh1-associated complex
418,82,CL:14571,"['DEPDC5', 'NPRL3']",0.4,0.00044252312626962584,13,"Seh1-associated complex, and KICSTOR complex"
419,82,CL:14569,"['DEPDC5', 'NPRL3']",0.4,0.0021101321575905762,28,Amino acids regulate mTORC1
420,82,CL:14628,"['TSC1', 'TSC2']",0.4,0.0009638988438799739,19,"TOR complex, and TSC1-TSC2 complex"
421,82,CL:14652,"['TSC1', 'TSC2']",0.4,0.00011991187041143662,7,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain"
422,82,CL:14302,"['DEPDC5', 'NPRL3', 'TSC1', 'TSC2']",0.8,0.001544489775373881,256,"mixed, incl. Amino acids regulate mTORC1, and Autophagy"
423,82,CL:37264,['CYB561D2'],0.2,0.013333150070021341,5,Cytochrome b561/ferric reductase transmembrane
424,83,CL:12468,['SLC35B1'],0.05555555555555555,0.04733483700997114,5,Pyrimidine nucleotide-sugar transmembrane transporter activity
425,83,CL:14601,['RRAGA'],0.05555555555555555,0.04733483700997114,5,"Ragulator complex, and RagA/B"
426,83,CL:14569,"['LAMTOR3', 'RRAGA']",0.1111111111111111,0.028619415117996566,28,Amino acids regulate mTORC1
427,83,CL:14610,['LAMTOR3'],0.05555555555555555,0.04733483700997114,5,"Gtr1/RagA G protein, and Ragulator complex"
428,83,CL:11061,"['ATP5MF', 'ATP5ME', 'ATP5PO', 'ATP5F1A', 'ATPAF2']",0.2777777777777778,0.023836318265513825,180,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Cytochrome complex"
429,83,CL:28674,['MPI'],0.05555555555555555,0.04733483700997114,5,Synthesis of GDP-mannose
430,83,CL:29872,['ERF'],0.05555555555555555,0.04733483700997114,5,"mixed, incl. Domain of unknown function DUF4211, and Urethral disease"
431,83,CL:14600,"['LAMTOR3', 'RRAGA']",0.1111111111111111,0.0037754804841508742,10,"Ragulator complex, and Gtr1/RagA G protein"
432,83,CL:11063,"['ATP5MF', 'ATP5ME', 'ATP5PO', 'ATP5F1A', 'ATPAF2']",0.2777777777777778,0.018529684156628666,169,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Cytochrome complex"
433,83,CL:10263,['CRLS1'],0.05555555555555555,0.04733483700997114,5,"Cytidylyltransferase family, and CDP-alcohol phosphatidyltransferase"
434,83,CL:11068,"['ATP5PO', 'ATP5MF', 'ATP5F1A', 'ATP5ME']",0.2222222222222222,0.028861737914409654,126,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Proton-transporting ATP synthase complex"
435,83,CL:11270,"['ATP5PO', 'ATP5MF', 'ATP5F1A', 'ATP5ME']",0.2222222222222222,7.413504077175455e-07,9,Formation of ATP by chemiosmotic coupling
436,83,CL:11268,"['ATP5PO', 'ATP5MF', 'ATP5F1A', 'ATP5ME']",0.2222222222222222,1.026513254776733e-05,16,Mitochondrial proton-transporting ATP synthase complex
437,83,CL:11266,"['ATP5PO', 'ATP5MF', 'ATP5F1A', 'ATP5ME']",0.2222222222222222,3.275127681685846e-05,21,Mitochondrial proton-transporting ATP synthase complex
438,83,CL:11069,"['ATP5PO', 'ATP5MF', 'ATP5F1A', 'ATP5ME']",0.2222222222222222,0.025261213592065065,121,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."
439,83,CL:3431,['PELO'],0.05555555555555555,0.04733483700997114,5,"RQC complex, and eRF1 domain 2"
440,83,CL:479,['EIF1'],0.05555555555555555,0.04733483700997114,5,nsp1 from SARS-CoV-2 inhibits translation initiation in the host cell
441,83,CL:11066,"['ATP5PO', 'ATP5MF', 'ATP5F1A', 'ATP5ME']",0.2222222222222222,0.03357926532304179,132,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Respiratory chain complex IV"
442,84,CL:5821,['LEO1'],0.25,0.0128032538026046,6,Cdc73/Paf1 complex
443,84,CL:5667,"['ELOF1', 'IWS1', 'LEO1', 'CDK13']",1.0,1.4691489908436923e-05,117,"RNA Polymerase II Pre-transcription Events, and Mediator complex"
444,84,CL:5797,"['ELOF1', 'IWS1', 'LEO1', 'CDK13']",1.0,5.364866292173193e-07,52,"Transcription elongation factor complex, and RNA polymerase II, core complex"
445,84,CL:5660,"['ELOF1', 'IWS1', 'LEO1', 'CDK13']",1.0,0.00026269663240829894,239,"mixed, incl. DNA-directed RNA polymerase complex, and Positive regulation of DNA-templated transcription, elongation"
446,84,CL:5664,"['ELOF1', 'IWS1', 'LEO1', 'CDK13']",1.0,8.012412201737965e-05,178,"mixed, incl. RNA Polymerase II Pre-transcription Events, and Mediator complex"
447,84,CL:5661,"['ELOF1', 'IWS1', 'LEO1', 'CDK13']",1.0,0.00023306796361265703,232,"DNA-directed RNA polymerase complex, and Positive regulation of transcription elongation from RNA polymerase II promoter"
448,84,CL:4748,"['ELOF1', 'IWS1', 'LEO1', 'CDK13']",1.0,0.0190986602304338,695,"mixed, incl. Chromatin organization, and DNA-directed RNA polymerase complex"
449,84,CL:5665,"['ELOF1', 'IWS1', 'LEO1', 'CDK13']",1.0,6.498899843936566e-05,169,"RNA Polymerase II Pre-transcription Events, and Mediator complex"
450,84,CL:5662,"['ELOF1', 'IWS1', 'LEO1', 'CDK13']",1.0,0.00017806764569025448,217,"mixed, incl. DNA-directed RNA polymerase complex, and Positive regulation of transcription elongation from RNA polymerase II promoter"
451,84,CL:5800,"['IWS1', 'LEO1']",0.5,0.0007843443535739212,22,Formation of RNA Pol II elongation complex
452,84,CL:5802,['LEO1'],0.25,0.03595612354456162,17,"Tat-mediated HIV elongation arrest and recovery, and Cdc73/Paf1 complex"
453,88,CL:15534,"['CD3E', 'CD247', 'CD3D', 'CD3G']",0.36363636363636365,0.024205323172845777,203,"mixed, incl. Chemokine-mediated signaling pathway, and Adaptive immunity"
454,88,CL:17326,"['ZAP70', 'VAV1', 'LCP2', 'LAT', 'PLCG1']",0.45454545454545453,0.0014698649915433223,164,"mixed, incl. Constitutive Signaling by Aberrant PI3K in Cancer, and SH2 domain superfamily"
455,88,CL:17327,"['ZAP70', 'VAV1', 'LCP2', 'LAT', 'PLCG1']",0.45454545454545453,0.001099771866162768,154,"mixed, incl. Constitutive Signaling by Aberrant PI3K in Cancer, and Tyrosine-protein kinase, catalytic domain"
456,88,CL:17561,['LCP2'],0.09090909090909091,0.029144800431344334,5,"Vav, PH domain, and TCR signalosome"
457,88,CL:17540,"['LCP2', 'VAV1']",0.18181818181818182,0.0036218153286592886,16,"FCERI mediated Ca+2 mobilization, and B-cell antigen receptor complex-associated protein alpha/beta chain"
458,88,CL:17538,"['ZAP70', 'LCP2', 'VAV1', 'LAT']",0.36363636363636365,5.467894560044521e-06,23,"FCERI mediated Ca+2 mobilization, and B-cell antigen receptor complex-associated protein alpha/beta chain"
459,88,CL:17472,"['ZAP70', 'VAV1', 'LCP2', 'LAT', 'PLCG1']",0.45454545454545453,8.172201744906231e-06,56,"mixed, incl. GPVI-mediated activation cascade, and Insulin receptor binding"
460,88,CL:17470,"['ZAP70', 'VAV1', 'LCP2', 'LAT', 'PLCG1']",0.45454545454545453,1.3618071199870502e-05,62,"GPVI-mediated activation cascade, and SH2 domain superfamily"
461,88,CL:17328,"['ZAP70', 'VAV1', 'LCP2', 'LAT', 'PLCG1']",0.45454545454545453,0.0005549810217612436,133,"mixed, incl. Constitutive Signaling by Aberrant PI3K in Cancer, and FCERI mediated Ca+2 mobilization"
462,88,CL:17543,['VAV1'],0.09090909090909091,0.029144800431344334,5,"X-linked agammaglobulinemia, and Serotonin secretion"
463,88,CL:17323,"['ZAP70', 'VAV1', 'LCP2', 'LAT', 'PLCG1']",0.45454545454545453,0.007640633515271189,237,"mixed, incl. Ras signaling pathway, and SH2 domain superfamily"
464,88,CL:15535,"['CD3E', 'CD247', 'CD3D', 'CD3G']",0.36363636363636365,0.017632822681367646,185,"mixed, incl. Chemokine-mediated signaling pathway, and Adaptive immunity"
465,88,CL:15536,"['CD3E', 'CD247', 'CD3D', 'CD3G']",0.36363636363636365,0.013148553597987337,170,"mixed, incl. Chemokine-mediated signaling pathway, and Adaptive immunity"
466,88,CL:15537,"['CD3E', 'CD247', 'CD3D', 'CD3G']",0.36363636363636365,0.0017724877297619725,98,"mixed, incl. Adaptive immunity, and T cell modulation in pancreatic cancer"
467,88,CL:15538,"['CD3E', 'CD247', 'CD3D', 'CD3G']",0.36363636363636365,0.0014550389747997401,93,"mixed, incl. Adaptive immunity, and TNFs bind their physiological receptors"
468,88,CL:15539,"['CD3E', 'CD247', 'CD3D', 'CD3G']",0.36363636363636365,0.0008204822149945141,80,"mixed, incl. T cell modulation in pancreatic cancer, and non-Langerhans-cell histiocytosis"
469,88,CL:15540,"['CD3E', 'CD247', 'CD3D', 'CD3G']",0.36363636363636365,5.359331704838095e-05,40,"mixed, incl. non-Langerhans-cell histiocytosis, and T cell receptor complex"
470,88,CL:15541,"['CD3E', 'CD247', 'CD3D', 'CD3G']",0.36363636363636365,1.8963744762419546e-05,31,"mixed, incl. non-Langerhans-cell histiocytosis, and T cell receptor complex"
471,88,CL:15542,"['CD3E', 'CD247', 'CD3D', 'CD3G']",0.36363636363636365,3.0190415072560777e-06,20,"mixed, incl. T cell receptor complex, and Hepatic veno-occlusive disease"
472,88,CL:15543,"['CD3E', 'CD247', 'CD3D', 'CD3G']",0.36363636363636365,3.159938107341924e-07,12,"mixed, incl. Alpha-beta T cell receptor complex, and GPI anchor binding"
473,88,CL:15545,"['CD3E', 'CD247', 'CD3D', 'CD3G']",0.36363636363636365,9.750356402967111e-09,6,"Alpha-beta T cell receptor complex, and Pneumocystosis"
474,88,CL:8706,['BCAT2'],0.09090909090909091,0.029144800431344334,5,"Valine biosynthetic process, and 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity"
475,88,CL:17321,"['ZAP70', 'VAV1', 'LCP2', 'LAT', 'PLCG1']",0.45454545454545453,0.008822384792018119,245,"mixed, incl. Ras signaling pathway, and SH2 domain superfamily"
476,88,CL:17325,"['ZAP70', 'VAV1', 'LCP2', 'LAT', 'PLCG1']",0.45454545454545453,0.0017800749447945843,171,"mixed, incl. Constitutive Signaling by Aberrant PI3K in Cancer, and SH2 domain superfamily"
477,88,CL:17324,"['ZAP70', 'VAV1', 'LCP2', 'LAT', 'PLCG1']",0.45454545454545453,0.00670492322796387,230,"mixed, incl. Ras signaling pathway, and SH2 domain superfamily"
478,92,CL:1272,"['TRMT61A', 'METTL1']",0.2,0.004661710932760295,20,tRNA methylation
479,92,CL:1269,"['ADAT2', 'ADAT3', 'TRMT61A', 'METTL1']",0.4,4.2203877891326815e-05,42,"tRNA modification in the nucleus and cytosol, and Pseudouridine synthase activity"
480,92,CL:3211,"['FAM98B', 'RTRAF']",0.2,0.00025612690561777665,5,tRNA-splicing ligase complex
481,92,CL:1270,"['ADAT2', 'ADAT3', 'TRMT61A', 'METTL1']",0.4,4.985765091884968e-06,25,"tRNA methylation, and MafB19-like deaminase"
482,92,CL:1273,"['TRMT61A', 'METTL1']",0.2,0.0026133847976938505,15,"tRNA methyltransferase complex, and 16S rRNA methyltransferase RsmB/F"
483,92,CL:1277,"['TRMT61A', 'METTL1']",0.2,0.00025612690561777665,5,tRNA methyltransferase complex
484,92,CL:893,"['ADAT2', 'ADAT3', 'TRMT61A', 'METTL1']",0.4,0.03233465532402991,246,"rRNA processing, and tRNA modification"
485,92,CL:1266,"['ADAT2', 'ADAT3', 'TRMT61A', 'METTL1']",0.4,0.00013350282807821762,56,"tRNA modification, and Enzyme-directed rRNA pseudouridine synthesis"
486,92,CL:479,['EIF1'],0.1,0.026523701080457037,5,nsp1 from SARS-CoV-2 inhibits translation initiation in the host cell
487,92,CL:9101,['ALDH18A1'],0.1,0.03175182298657702,6,"Glutamate biosynthetic process, and Nitrogen utilization"
488,92,CL:25583,['CDC123'],0.1,0.03175182298657702,6,"mixed, incl. TRAM domain, and Sequestering of zinc ion"
489,92,CL:1274,"['TRMT61A', 'METTL1']",0.2,0.0011361816189902417,10,"tRNA methyltransferase complex, and rRNA (guanine-N7)-methylation"
490,93,CL:9982,"['ACACA', 'HACD2']",0.5,0.033672287899598606,148,"mixed, incl. Glycerolipid metabolism, and PPAR signaling pathway"
491,93,CL:9983,"['ACACA', 'HACD2']",0.5,0.015269517203174881,98,"mixed, incl. Fatty acid metabolism, and Regulation of lipid storage"
492,93,CL:9984,"['ACACA', 'HACD2']",0.5,0.012388690340495528,88,"mixed, incl. Fatty acid metabolism, and Regulation of lipid storage"
493,93,CL:10087,['HACD2'],0.25,0.023378381859392276,11,Biosynthesis of unsaturated fatty acids
494,93,CL:10085,['HACD2'],0.25,0.03595612354456162,17,"Fatty acid elongation, and acyl-CoA desaturase activity"
495,93,CL:9989,['ACACA'],0.25,0.04841198236179012,23,"Regulation of cholesterol storage, and Cellular response to sterol depletion"
496,93,CL:9990,['ACACA'],0.25,0.02548316982952289,12,"Cellular response to sterol depletion, and Vitellogenin, N-terminal"
497,93,CL:10090,['HACD2'],0.25,0.010677964790338947,5,"Protein-tyrosine phosphatase-like, PTPLA, and Fatty acid elongase complex"
498,93,CL:9985,"['ACACA', 'HACD2']",0.5,0.0076988510525440226,69,"mixed, incl. Fatty acid metabolism, and Regulation of lipid storage"
499,94,CL:11052,"['COX4I1', 'SLC25A10', 'BCS1L', 'CYC1', 'COX6C', 'NDUFA8', 'PDSS2', 'COA5', 'UQCRQ', 'COX11', 'UQCRB', 'COQ3', 'COA3', 'SCO2', 'TIMM8B']",0.39473684210526316,0.02680556443277712,455,"Mitochondrial inner membrane, and Iron-sulfur cluster assembly"
500,94,CL:11053,"['COX4I1', 'BCS1L', 'CYC1', 'COX6C', 'NDUFA8', 'PDSS2', 'COA5', 'UQCRQ', 'COX11', 'UQCRB', 'COQ3', 'COA3', 'SCO2', 'TIMM8B']",0.3684210526315789,0.034321399836766825,426,"Mitochondrial inner membrane, and Iron-sulfur cluster assembly"
501,94,CL:11074,"['COX4I1', 'CYC1', 'COX6C', 'NDUFA8', 'UQCRQ', 'UQCRB']",0.15789473684210525,0.004152074135345773,78,Respiratory chain complex
502,94,CL:11077,"['COX4I1', 'CYC1', 'COX6C', 'NDUFA8', 'UQCRQ', 'UQCRB']",0.15789473684210525,0.0029655862157434024,73,Respiratory chain complex
503,94,CL:11054,"['COX4I1', 'BCS1L', 'CYC1', 'COX6C', 'NDUFA8', 'PDSS2', 'COA5', 'UQCRQ', 'COX11', 'UQCRB', 'COQ3', 'COA3', 'SCO2', 'TIMM8B']",0.3684210526315789,0.03121598054416356,421,"Mitochondrial inner membrane, and Iron-sulfur cluster assembly"
504,94,CL:11193,"['COX4I1', 'COX6C']",0.05263157894736842,0.023417518860976403,12,"Mitochondrial electron transport, cytochrome c to oxygen"
505,94,CL:11070,"['COX4I1', 'CYC1', 'COX6C', 'NDUFA8', 'UQCRQ', 'UQCRB']",0.15789473684210525,0.012019553668310864,97,"Respiratory chain complex, and Complex I biogenesis"
506,94,CL:11069,"['COX4I1', 'CYC1', 'COX6C', 'NDUFA8', 'UQCRQ', 'UQCRB']",0.15789473684210525,0.03263547917403527,121,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."
507,94,CL:11068,"['COX4I1', 'CYC1', 'COX6C', 'NDUFA8', 'UQCRQ', 'UQCRB']",0.15789473684210525,0.038805962566025316,126,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Proton-transporting ATP synthase complex"
508,94,CL:11330,"['BCS1L', 'COA5', 'COX11', 'COA3', 'SCO2']",0.13157894736842105,8.552076791617181e-05,24,"Respiratory chain complex IV assembly, and Mitochondrial splicing suppressor 51-like, C-terminal domain"
509,94,CL:11669,"['PDSS2', 'COQ3']",0.05263157894736842,0.019766082166102598,11,Ubiquinone biosynthesis
510,94,CL:11060,"['COX4I1', 'BCS1L', 'CYC1', 'COX6C', 'NDUFA8', 'UQCRQ', 'COA5', 'COX11', 'UQCRB', 'COA3', 'SCO2', 'TIMM8B']",0.3157894736842105,0.008004077346878647,284,"Inner mitochondrial membrane protein complex, and Mitochondrial respiratory chain complex assembly"
511,94,CL:11059,"['COX4I1', 'BCS1L', 'CYC1', 'COX6C', 'NDUFA8', 'UQCRQ', 'COA5', 'COX11', 'UQCRB', 'COA3', 'SCO2', 'TIMM8B']",0.3157894736842105,0.00973709295843374,291,"Inner mitochondrial membrane protein complex, and Mitochondrial respiratory chain complex assembly"
512,94,CL:11057,"['COX4I1', 'BCS1L', 'CYC1', 'COX6C', 'NDUFA8', 'UQCRQ', 'COA5', 'COX11', 'UQCRB', 'COA3', 'SCO2', 'TIMM8B']",0.3157894736842105,0.013740486381444967,304,"Inner mitochondrial membrane protein complex, and Mitochondrial respiratory chain complex assembly"
513,94,CL:11665,"['PDSS2', 'COQ3']",0.05263157894736842,0.04527323921197014,17,Quinone biosynthetic process
514,94,CL:11061,"['COX4I1', 'BCS1L', 'CYC1', 'COX6C', 'NDUFA8', 'UQCRQ', 'COA5', 'COX11', 'UQCRB', 'COA3', 'SCO2']",0.2894736842105263,0.0005812482900692206,180,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Cytochrome complex"
515,94,CL:11063,"['COX4I1', 'BCS1L', 'CYC1', 'COX6C', 'NDUFA8', 'UQCRQ', 'COA5', 'COX11', 'UQCRB', 'COA3', 'SCO2']",0.2894736842105263,0.00033302121908338134,169,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Cytochrome complex"
516,94,CL:11334,"['SCO2', 'BCS1L', 'COX11', 'COA5']",0.10526315789473684,6.437428497036116e-05,12,Respiratory chain complex IV assembly
517,94,CL:11332,"['BCS1L', 'COA5', 'COX11', 'COA3', 'SCO2']",0.13157894736842105,2.5203743490395303e-05,19,Respiratory chain complex IV assembly
518,94,CL:11065,"['COX4I1', 'BCS1L', 'CYC1', 'COX6C', 'NDUFA8', 'UQCRQ', 'COA5', 'COX11', 'UQCRB', 'COA3', 'SCO2']",0.2894736842105263,0.0002034471588333608,160,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Cytochrome complex"
519,94,CL:11066,"['COX4I1', 'CYC1', 'COX6C', 'NDUFA8', 'UQCRQ', 'UQCRB']",0.15789473684210525,0.0471566218721051,132,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Respiratory chain complex IV"
520,94,CL:11166,"['COX4I1', 'UQCRQ', 'COX6C', 'UQCRB']",0.10526315789473684,0.0015833487201660356,26,Cytochrome complex
521,94,CL:818,"['VARS2', 'WARS2']",0.05263157894736842,0.0038821753525665422,5,"tRNA synthetases class I (W and Y), and Valine-tRNA ligase"
522,94,CL:11056,"['COX4I1', 'BCS1L', 'CYC1', 'COX6C', 'NDUFA8', 'PDSS2', 'COA5', 'UQCRQ', 'COX11', 'UQCRB', 'COQ3', 'COA3', 'SCO2', 'TIMM8B']",0.3684210526315789,0.0036788037694895216,331,"mixed, incl. Inner mitochondrial membrane protein complex, and Mitochondrial respiratory chain complex assembly"
523,94,CL:802,"['PARS2', 'VARS2', 'WARS2', 'LARS2']",0.10526315789473684,9.162946245646041e-05,13,"Aminoacyl-tRNA synthetase, class I, conserved site, and tRNA-binding domain"
524,94,CL:801,"['WARS2', 'LARS2', 'VARS2', 'PARS2', 'TARS2']",0.13157894736842105,3.3108549732487886e-05,20,Aminoacyl-tRNA synthetase
525,94,CL:799,"['WARS2', 'LARS2', 'VARS2', 'PARS2', 'TARS2']",0.13157894736842105,0.0003597018503201688,32,tRNA Aminoacylation
526,94,CL:795,"['WARS2', 'LARS2', 'VARS2', 'PARS2', 'TARS2']",0.13157894736842105,0.0024106656084125185,48,"tRNA Aminoacylation, and glutamyl-tRNA(Gln) amidotransferase complex"
527,94,CL:797,"['WARS2', 'LARS2', 'VARS2', 'PARS2', 'TARS2']",0.13157894736842105,0.0013094087094100838,42,tRNA Aminoacylation
528,94,CL:1386,"['TWNK', 'SSBP1', 'TFAM', 'RNASEH1']",0.10526315789473684,6.437428497036116e-05,12,"Mitochondrial transcription, and Ribonuclease H domain"
529,94,CL:11055,"['COX4I1', 'BCS1L', 'CYC1', 'COX6C', 'NDUFA8', 'PDSS2', 'COA5', 'UQCRQ', 'COX11', 'UQCRB', 'COQ3', 'COA3', 'SCO2', 'TIMM8B']",0.3684210526315789,0.02223851158978178,404,"mixed, incl. Inner mitochondrial membrane protein complex, and Mitochondrion organization"
530,94,CL:1384,"['TWNK', 'TFAM', 'LRPPRC', 'RNASEH1', 'SSBP1']",0.13157894736842105,0.0001553409898188668,27,"Mitochondrial RNA metabolic process, and Regulation of mitochondrial RNA catabolic process"
531,94,CL:11167,"['UQCRQ', 'UQCRB']",0.05263157894736842,0.027323598751969054,13,"Respiratory chain complex III, and Cytochrome-c oxidase activity"
532,94,CL:1385,"['TWNK', 'TFAM', 'LRPPRC', 'RNASEH1', 'SSBP1']",0.13157894736842105,4.2813015435760754e-05,21,"mixed, incl. Mitochondrial transcription, and RAP domain"
533,95,CL:6029,"['USP22', 'ATXN7L3']",0.3333333333333333,0.0014370716823094757,19,SAGA complex
534,95,CL:6027,"['USP22', 'ATXN7L3']",0.3333333333333333,0.0023028791913801993,24,SAGA complex
535,95,CL:6024,"['USP22', 'ATXN7L3']",0.3333333333333333,0.004348814261233636,33,"SAGA-type complex, and TATA-box binding protein"
536,95,CL:5309,"['KAT6A', 'BRPF1', 'ING5']",0.5,3.1925611118497736e-05,23,"H3 histone acetyltransferase complex, and NUT midline carcinoma"
537,95,CL:5313,"['KAT6A', 'BRPF1', 'ING5']",0.5,6.43302466371744e-07,7,H3 histone acetyltransferase complex
538,95,CL:5310,"['KAT6A', 'BRPF1', 'ING5']",0.5,4.019218597841573e-06,12,"H3 histone acetyltransferase complex, and Enhancer of polycomb-like"
539,95,CL:4748,"['USP22', 'KAT6A', 'ING5', 'ATXN7L3', 'BRPF1']",0.8333333333333334,0.029377728690512847,695,"mixed, incl. Chromatin organization, and DNA-directed RNA polymerase complex"
540,96,CL:25389,"['AHR', 'AIP']",0.25,0.00023905219258451755,6,"Aryl hydrocarbon receptor complex, and Leber congenital amaurosis 7"
541,96,CL:25291,"['AHR', 'AIP']",0.25,0.02510877626269744,60,"mixed, incl. Circadian rhythm, and Aryl hydrocarbon receptor complex"
542,96,CL:14688,['STK11'],0.125,0.021264519023444988,5,"Peutz-Jeghers syndrome, and Mo25-like"
543,96,CL:1819,['STIP1'],0.125,0.02546961238961708,6,"mixed, incl. Hsp90 protein, and STI1/HOP, DP domain"
544,96,CL:25387,"['AHR', 'AIP']",0.25,0.001038354884462965,12,"mixed, incl. Aryl hydrocarbon receptor complex, and Protease-activated receptor"
545,101,CL:10090,"['HSD17B12', 'HACD4']",0.023809523809523808,0.018309388507791954,5,"Protein-tyrosine phosphatase-like, PTPLA, and Fatty acid elongase complex"
546,101,CL:10263,"['CDIPT', 'CDS2']",0.023809523809523808,0.018309388507791954,5,"Cytidylyltransferase family, and CDP-alcohol phosphatidyltransferase"
547,101,CL:12348,"['SLC3A2', 'SLC7A6']",0.023809523809523808,0.018309388507791954,5,"Cystinuria, and Regulation of glutathione biosynthetic process"
548,101,CL:17851,"['ACTR2', 'ARPC3', 'ARPC2']",0.03571428571428571,0.03219003036419156,16,"Arp2/3 protein complex, and Arp2/3 complex binding"
549,101,CL:17855,"['ACTR2', 'ARPC3', 'ARPC2']",0.03571428571428571,0.011157424258078799,11,Arp2/3 protein complex
550,101,CL:17858,"['ACTR2', 'ARPC3', 'ARPC2']",0.03571428571428571,0.0015935906733997112,6,Arp2/3 protein complex
551,102,CL:2896,['NCBP3'],0.07142857142857142,0.03697424149094729,5,"mRNA cap methylation, RNMT-activating mini protein, and Nuclear cap binding complex"
552,102,CL:2247,['CRIPT'],0.07142857142857142,0.0442150366677071,6,"mixed, incl. Regulation of postsynaptic density protein 95 clustering, and Armadillo/beta-catenin-like repeat"
553,102,CL:32853,['TMEM205'],0.07142857142857142,0.0442150366677071,6,"mixed, incl. Transmembrane protein 88, and TMEM14 family"
554,102,CL:22765,['ATP2A2'],0.07142857142857142,0.03697424149094729,5,"P-type ATPase, subfamily IIA, SERCA-type, and Regulation of calcium ion binding"
