,target_contrast,target_name,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category,target_contrast_corrected,obs_names,target_name_corrected
24594,ENSG00000090097,PCBP4,Rest,984.0,37,17,54,-6.568972841357295,True,5.486919136587946,False,>10 DE genes,on-target KD,ENSG00000090097,ENSG00000090097_Rest,PCBP4
24596,ENSG00000104613,INTS10,Rest,320.0,508,207,715,-12.79236523030408,True,65.26625461941825,False,>10 DE genes,on-target KD,ENSG00000104613,ENSG00000104613_Rest,INTS10
24601,ENSG00000119760,SUPT7L,Rest,2303.0,2277,652,2929,-22.47552074739448,True,22.369067597672064,True,>10 DE genes,on-target KD,ENSG00000119760,ENSG00000119760_Rest,SUPT7L
24605,ENSG00000126746,ZNF384,Rest,884.0,37,36,73,-16.38615905235869,True,48.55284838728597,False,>10 DE genes,on-target KD,ENSG00000126746,ENSG00000126746_Rest,ZNF384
24622,ENSG00000162739,SLAMF6,Rest,869.0,12,26,38,-16.17882161947129,True,58.31093402464522,False,>10 DE genes,on-target KD,ENSG00000162739,ENSG00000162739_Rest,SLAMF6
24624,ENSG00000170348,TMED10,Rest,372.0,368,166,534,-9.986776383927634,True,43.98820092069697,False,>10 DE genes,on-target KD,ENSG00000170348,ENSG00000170348_Rest,TMED10
24640,ENSG00000023734,STRAP,Rest,242.0,1020,680,1700,-13.62300385381343,True,78.31915692544754,False,>10 DE genes,on-target KD,ENSG00000023734,ENSG00000023734_Rest,STRAP
24643,ENSG00000069943,PIGB,Rest,1970.0,78,29,107,-14.998955773180931,True,12.31205975359989,True,>10 DE genes,on-target KD,ENSG00000069943,ENSG00000069943_Rest,PIGB
24647,ENSG00000086827,ZW10,Rest,156.0,679,398,1077,-1.542853742677072,False,35.93579532511828,False,>10 DE genes,no on-target KD,ENSG00000086827,ENSG00000086827_Rest,ZW10
24648,ENSG00000088766,CRLS1,Rest,309.0,89,22,111,-11.81589710025878,True,57.77910542444145,False,>10 DE genes,on-target KD,ENSG00000088766,ENSG00000088766_Rest,CRLS1
24652,ENSG00000103150,MLYCD,Rest,352.0,35,143,178,-4.575664124867232,True,7.770396471974134,False,>10 DE genes,on-target KD,ENSG00000103150,ENSG00000103150_Rest,MLYCD
24660,ENSG00000116747,TROVE2,Rest,1108.0,157,282,439,-26.69537150882717,True,68.29006084266895,True,>10 DE genes,on-target KD,ENSG00000116747,ENSG00000116747_Rest,RO60
24674,ENSG00000153827,TRIP12,Rest,1816.0,1067,946,2013,-37.93536619108139,True,140.46968583009033,True,>10 DE genes,on-target KD,ENSG00000153827,ENSG00000153827_Rest,TRIP12
24695,ENSG00000102144,PGK1,Rest,101.0,72,196,268,-7.014881800018503,True,67.36692615004736,False,>10 DE genes,on-target KD,ENSG00000102144,ENSG00000102144_Rest,PGK1
24709,ENSG00000130165,ELOF1,Rest,3290.0,1553,1747,3300,-34.57393128129564,True,46.76001296203389,True,>10 DE genes,on-target KD,ENSG00000130165,ENSG00000130165_Rest,ELOF1
24717,ENSG00000152256,PDK1,Rest,196.0,163,122,285,-7.417270080165856,True,29.794755049207232,False,>10 DE genes,on-target KD,ENSG00000152256,ENSG00000152256_Rest,PDK1
24721,ENSG00000163466,ARPC2,Rest,208.0,163,53,216,-16.686984176214143,True,174.842113705757,False,>10 DE genes,on-target KD,ENSG00000163466,ENSG00000163466_Rest,ARPC2
24735,ENSG00000204599,TRIM39,Rest,973.0,5,48,53,-4.766329010999846,True,2.2350406963813367,False,>10 DE genes,on-target KD,ENSG00000204599,ENSG00000204599_Rest,TRIM39
24736,ENSG00000221838,AP4M1,Rest,113.0,89,45,134,0.0389030575745842,False,7.340162903544786,False,>10 DE genes,no on-target KD,ENSG00000221838,ENSG00000221838_Rest,AP4M1
24738,ENSG00000005339,CREBBP,Stim48hr,1166.0,1148,809,1957,-18.12720780562422,True,41.05265835334876,False,>10 DE genes,on-target KD,ENSG00000005339,ENSG00000005339_Stim48hr,CREBBP
24741,ENSG00000035141,FAM136A,Stim48hr,195.0,78,131,209,-9.984984558916572,True,88.90567712539206,True,>10 DE genes,on-target KD,ENSG00000035141,ENSG00000035141_Stim48hr,FAM136A
24773,ENSG00000164190,NIPBL,Stim48hr,649.0,340,244,584,-9.548247043481554,True,70.44770385358672,False,>10 DE genes,on-target KD,ENSG00000164190,ENSG00000164190_Stim48hr,NIPBL
24775,ENSG00000169020,ATP5ME,Stim48hr,214.0,347,386,733,-13.209834139078133,True,116.39877825105876,False,>10 DE genes,on-target KD,ENSG00000169020,ENSG00000169020_Stim48hr,ATP5ME
24782,ENSG00000197713,RPE,Stim48hr,249.0,215,111,326,-7.441241442784459,True,32.53242054764823,False,>10 DE genes,on-target KD,ENSG00000197713,ENSG00000197713_Stim48hr,RPE
24801,ENSG00000112486,CCR6,Stim48hr,464.0,116,37,153,-0.5583746402130825,False,0.360623194773389,True,>10 DE genes,putative off-target,ENSG00000112486,ENSG00000112486_Stim48hr,CCR6
24802,ENSG00000114439,BBX,Stim48hr,737.0,26,8,34,-13.159951808905928,True,27.619967132661024,False,>10 DE genes,on-target KD,ENSG00000114439,ENSG00000114439_Stim48hr,BBX
24810,ENSG00000137804,NUSAP1,Stim48hr,410.0,19,19,38,-17.599758888164494,True,172.68527890546585,True,>10 DE genes,on-target KD,ENSG00000137804,ENSG00000137804_Stim48hr,NUSAP1
24811,ENSG00000140365,COMMD4,Stim48hr,478.0,65,46,111,-11.40467262707947,True,35.85759396136428,False,>10 DE genes,on-target KD,ENSG00000140365,ENSG00000140365_Stim48hr,COMMD4
24815,ENSG00000147123,NDUFB11,Stim48hr,495.0,113,112,225,-17.076693795939452,True,81.26691003248102,True,>10 DE genes,on-target KD,ENSG00000147123,ENSG00000147123_Stim48hr,NDUFB11
24818,ENSG00000151726,ACSL1,Stim48hr,191.0,74,36,110,-5.863651083620514,True,62.18522995134784,False,>10 DE genes,on-target KD,ENSG00000151726,ENSG00000151726_Stim48hr,ACSL1
24820,ENSG00000161677,JOSD2,Stim48hr,399.0,59,20,79,-7.459235722103681,True,16.735202527277696,False,>10 DE genes,on-target KD,ENSG00000161677,ENSG00000161677_Stim48hr,JOSD2
24822,ENSG00000164404,GDF9,Stim48hr,151.0,40,7,47,0.2025459519731779,False,0.3648174135501921,True,>10 DE genes,putative off-target,ENSG00000164404,ENSG00000164404_Stim48hr,GDF9
24823,ENSG00000166477,LEO1,Stim48hr,169.0,970,821,1791,-10.59556693725946,True,94.01018488888194,False,>10 DE genes,on-target KD,ENSG00000166477,ENSG00000166477_Stim48hr,LEO1
24824,ENSG00000167182,SP2,Stim48hr,439.0,470,551,1021,-12.232869596456242,True,46.935462209386216,False,>10 DE genes,on-target KD,ENSG00000167182,ENSG00000167182_Stim48hr,SP2
24835,ENSG00000243147,MRPL33,Stim48hr,389.0,310,251,561,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000243147,ENSG00000243147_Stim48hr,MRPL33
24838,ENSG00000067221,STOML1,Stim48hr,474.0,18,16,34,-2.465911585912482,False,1.9384702932966984,True,>10 DE genes,putative off-target,ENSG00000067221,ENSG00000067221_Stim48hr,STOML1
24845,ENSG00000112110,MRPL18,Stim48hr,241.0,378,286,664,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000112110,ENSG00000112110_Stim48hr,MRPL18
24854,ENSG00000136448,NMT1,Stim48hr,139.0,22,11,33,-3.085468151149608,False,161.78675782453598,False,>10 DE genes,no on-target KD,ENSG00000136448,ENSG00000136448_Stim48hr,NMT1
24855,ENSG00000136715,SAP130,Stim48hr,668.0,312,261,573,-5.611344787954698,True,35.897789999001425,False,>10 DE genes,on-target KD,ENSG00000136715,ENSG00000136715_Stim48hr,SAP130
24857,ENSG00000139154,AEBP2,Stim48hr,575.0,227,283,510,-23.311349888781063,True,147.56524295819463,False,>10 DE genes,on-target KD,ENSG00000139154,ENSG00000139154_Stim48hr,AEBP2
24867,ENSG00000168488,ATXN2L,Stim48hr,382.0,38,48,86,-18.25280872272949,True,169.76886910004066,False,>10 DE genes,on-target KD,ENSG00000168488,ENSG00000168488_Stim48hr,ATXN2L
24869,ENSG00000177576,C18orf32,Stim48hr,172.0,25,15,40,-9.762583015004797,True,78.91127453324334,False,>10 DE genes,on-target KD,ENSG00000177576,ENSG00000177576_Stim48hr,C18orf32
24876,ENSG00000183682,BMP8A,Stim48hr,614.0,71,17,88,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000183682,ENSG00000183682_Stim48hr,BMP8A
24880,ENSG00000196182,STK40,Stim48hr,149.0,99,67,166,-9.56435799516066,True,95.13192483208591,False,>10 DE genes,on-target KD,ENSG00000196182,ENSG00000196182_Stim48hr,STK40
24889,ENSG00000054118,THRAP3,Stim48hr,480.0,125,135,260,-17.498074286853377,True,82.31331567394662,False,>10 DE genes,on-target KD,ENSG00000054118,ENSG00000054118_Stim48hr,THRAP3
24893,ENSG00000100201,DDX17,Stim48hr,797.0,72,69,141,-23.48380833765733,True,121.6566494211008,False,>10 DE genes,on-target KD,ENSG00000100201,ENSG00000100201_Stim48hr,DDX17
24894,ENSG00000103653,CSK,Stim48hr,1247.0,17,32,49,-29.831319598016336,True,251.2823709783224,False,>10 DE genes,on-target KD,ENSG00000103653,ENSG00000103653_Stim48hr,CSK
24895,ENSG00000105321,CCDC9,Stim48hr,245.0,33,7,40,-10.268239708253796,True,47.884990826655965,False,>10 DE genes,on-target KD,ENSG00000105321,ENSG00000105321_Stim48hr,CCDC9
24906,ENSG00000130348,QRSL1,Stim48hr,439.0,126,143,269,-8.342910007525184,True,25.295805187019223,False,>10 DE genes,on-target KD,ENSG00000130348,ENSG00000130348_Stim48hr,QRSL1
24944,ENSG00000082397,EPB41L3,Stim8hr,428.0,521,280,801,-1.171554209664918,True,2.243715645612088,False,>10 DE genes,on-target KD,ENSG00000082397,ENSG00000082397_Stim8hr,EPB41L3
24951,ENSG00000102786,INTS6,Stim8hr,514.0,28,16,44,-15.770038480736936,True,84.53335823257714,False,>10 DE genes,on-target KD,ENSG00000102786,ENSG00000102786_Stim8hr,INTS6
24957,ENSG00000111665,CDCA3,Stim8hr,313.0,45,29,74,-7.270898533934929,True,18.91939876804101,False,>10 DE genes,on-target KD,ENSG00000111665,ENSG00000111665_Stim8hr,CDCA3
24959,ENSG00000116586,LAMTOR2,Stim8hr,233.0,450,143,593,-12.35746344409713,True,90.54505472850464,True,>10 DE genes,on-target KD,ENSG00000116586,ENSG00000116586_Stim8hr,LAMTOR2
24971,ENSG00000164405,UQCRQ,Stim8hr,247.0,133,75,208,-10.4673350537429,True,103.03425625776272,False,>10 DE genes,on-target KD,ENSG00000164405,ENSG00000164405_Stim8hr,UQCRQ
24985,ENSG00000213246,SUPT4H1,Stim8hr,115.0,16,22,38,-2.442361188996959,True,89.6542186937525,False,>10 DE genes,on-target KD,ENSG00000213246,ENSG00000213246_Stim8hr,SUPT4H1
24988,ENSG00000010539,ZNF200,Stim48hr,948.0,54,3,57,-11.243801090377785,True,16.72595408066799,False,>10 DE genes,on-target KD,ENSG00000010539,ENSG00000010539_Stim48hr,ZNF200
25005,ENSG00000124782,RREB1,Stim48hr,854.0,16,19,35,-8.210373191580295,True,16.503465000044475,False,>10 DE genes,on-target KD,ENSG00000124782,ENSG00000124782_Stim48hr,RREB1
25007,ENSG00000125901,MRPS26,Stim48hr,382.0,154,69,223,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000125901,ENSG00000125901_Stim48hr,MRPS26
25013,ENSG00000138069,RAB1A,Stim48hr,189.0,53,26,79,-13.47706498110822,True,135.71973214386654,False,>10 DE genes,on-target KD,ENSG00000138069,ENSG00000138069_Stim48hr,RAB1A
25027,ENSG00000182831,C16orf72,Stim48hr,894.0,522,631,1153,-29.021330469154293,True,181.307929335889,False,>10 DE genes,on-target KD,ENSG00000182831,ENSG00000182831_Stim48hr,HAPSTR1
25038,ENSG00000000457,SCYL3,Stim8hr,304.0,408,133,541,-5.650497772292724,True,23.13102929695413,False,>10 DE genes,on-target KD,ENSG00000000457,ENSG00000000457_Stim8hr,SCYL3
25041,ENSG00000077463,SIRT6,Stim8hr,842.0,25,19,44,-14.420198594018194,True,29.9616514233774,False,>10 DE genes,on-target KD,ENSG00000077463,ENSG00000077463_Stim8hr,SIRT6
25048,ENSG00000109220,CHIC2,Stim8hr,2317.0,25,50,75,-27.68164106521361,True,56.126728714664495,False,>10 DE genes,on-target KD,ENSG00000109220,ENSG00000109220_Stim8hr,CHIC2
25054,ENSG00000128829,EIF2AK4,Stim8hr,381.0,31,8,39,-12.16531329999848,True,46.66478064494957,False,>10 DE genes,on-target KD,ENSG00000128829,ENSG00000128829_Stim8hr,EIF2AK4
25056,ENSG00000132780,NASP,Stim8hr,432.0,43,81,124,-0.5284332782822108,True,0.4313895300167532,False,>10 DE genes,on-target KD,ENSG00000132780,ENSG00000132780_Stim8hr,NASP
25062,ENSG00000147162,OGT,Stim8hr,192.0,50,44,94,-3.7030179140993655,True,107.51911480773312,False,>10 DE genes,on-target KD,ENSG00000147162,ENSG00000147162_Stim8hr,OGT
25071,ENSG00000168488,ATXN2L,Stim8hr,404.0,56,64,120,-18.917188595392027,True,120.80416476530512,False,>10 DE genes,on-target KD,ENSG00000168488,ENSG00000168488_Stim8hr,ATXN2L
25080,ENSG00000188157,AGRN,Stim8hr,301.0,10,21,31,-3.866036285141788,True,6.184390761446121,False,>10 DE genes,on-target KD,ENSG00000188157,ENSG00000188157_Stim8hr,AGRN
25084,ENSG00000205758,CRYZL1,Stim8hr,565.0,587,149,736,-7.675741344761684,True,10.758077385160636,True,>10 DE genes,on-target KD,ENSG00000205758,ENSG00000205758_Stim8hr,CRYZL1
25099,ENSG00000112130,RNF8,Rest,886.0,56,69,125,-14.795398392541784,True,32.302882836431614,False,>10 DE genes,on-target KD,ENSG00000112130,ENSG00000112130_Rest,RNF8
25101,ENSG00000119655,NPC2,Rest,336.0,63,23,86,-16.05127550728316,True,120.67760416370876,True,>10 DE genes,on-target KD,ENSG00000119655,ENSG00000119655_Rest,NPC2
25105,ENSG00000132423,COQ3,Rest,170.0,463,236,699,-3.7690017658562738,True,9.649122028021488,False,>10 DE genes,on-target KD,ENSG00000132423,ENSG00000132423_Rest,COQ3
25114,ENSG00000158486,DNAH3,Rest,221.0,567,286,853,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000158486,ENSG00000158486_Rest,DNAH3
25116,ENSG00000159184,HOXB13,Rest,101.0,88,13,101,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000159184,ENSG00000159184_Rest,HOXB13
25123,ENSG00000166949,SMAD3,Rest,1804.0,420,109,529,1.4734778776118302,False,143.09532329024717,False,>10 DE genes,no on-target KD,ENSG00000166949,ENSG00000166949_Rest,SMAD3
25125,ENSG00000167965,MLST8,Rest,369.0,154,144,298,-11.69534534577704,True,44.15067178997508,False,>10 DE genes,on-target KD,ENSG00000167965,ENSG00000167965_Rest,MLST8
25131,ENSG00000185298,CCDC137,Rest,91.0,21,40,61,-3.731108396423785,True,19.259299895721984,False,>10 DE genes,on-target KD,ENSG00000185298,ENSG00000185298_Rest,CCDC137
25137,ENSG00000204138,PHACTR4,Rest,897.0,41,25,66,-16.16839181493634,True,33.5640209894916,False,>10 DE genes,on-target KD,ENSG00000204138,ENSG00000204138_Rest,PHACTR4
25140,ENSG00000029363,BCLAF1,Stim48hr,518.0,63,52,115,-11.969095409390269,True,34.7206888639629,False,>10 DE genes,on-target KD,ENSG00000029363,ENSG00000029363_Stim48hr,BCLAF1
25141,ENSG00000061273,HDAC7,Stim48hr,90.0,110,25,135,-5.617777566020592,True,268.55952630746657,False,>10 DE genes,on-target KD,ENSG00000061273,ENSG00000061273_Stim48hr,HDAC7
25143,ENSG00000078900,TP73,Stim48hr,166.0,49,47,96,-0.4987877584006551,True,1.2412687996980494,False,>10 DE genes,on-target KD,ENSG00000078900,ENSG00000078900_Stim48hr,TP73
25156,ENSG00000132357,CARD6,Stim48hr,568.0,63,15,78,-4.811948638380502,True,5.177506093762255,False,>10 DE genes,on-target KD,ENSG00000132357,ENSG00000132357_Stim48hr,CARD6
25163,ENSG00000148840,PPRC1,Stim48hr,353.0,32,54,86,-4.915361250932088,True,39.8095489438649,False,>10 DE genes,on-target KD,ENSG00000148840,ENSG00000148840_Stim48hr,PPRC1
25164,ENSG00000151117,TMEM86A,Stim48hr,520.0,54,65,119,-0.6466370937869516,False,0.2734105831968778,False,>10 DE genes,no on-target KD,ENSG00000151117,ENSG00000151117_Stim48hr,TMEM86A
25165,ENSG00000154134,ROBO3,Stim48hr,542.0,19,46,65,-2.808248275691594,True,1.5607939184073647,False,>10 DE genes,on-target KD,ENSG00000154134,ENSG00000154134_Stim48hr,ROBO3
25172,ENSG00000172171,TEFM,Stim48hr,259.0,48,40,88,-5.631956362635786,True,22.491505631782253,False,>10 DE genes,on-target KD,ENSG00000172171,ENSG00000172171_Stim48hr,TEFM
25173,ENSG00000175265,GOLGA8A,Stim48hr,430.0,19,42,61,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000175265,ENSG00000175265_Stim48hr,GOLGA8A
25189,ENSG00000011451,WIZ,Stim48hr,1115.0,149,164,313,-10.517760345331128,True,41.08348825805296,False,>10 DE genes,on-target KD,ENSG00000011451,ENSG00000011451_Stim48hr,WIZ
25193,ENSG00000082641,NFE2L1,Stim48hr,99.0,81,42,123,-5.570575314582244,True,151.88845140617485,False,>10 DE genes,on-target KD,ENSG00000082641,ENSG00000082641_Stim48hr,NFE2L1
25201,ENSG00000110448,CD5,Stim48hr,1112.0,817,384,1201,-27.804247897441144,True,254.48438184536616,False,>10 DE genes,on-target KD,ENSG00000110448,ENSG00000110448_Stim48hr,CD5
25221,ENSG00000164818,DNAAF5,Stim48hr,374.0,53,92,145,-6.176289431104524,True,25.15802361625166,False,>10 DE genes,on-target KD,ENSG00000164818,ENSG00000164818_Stim48hr,DNAAF5
25223,ENSG00000168298,HIST1H1E,Stim48hr,778.0,29,12,41,-17.603624522138063,True,62.70137246914823,False,>10 DE genes,on-target KD,ENSG00000168298,ENSG00000168298_Stim48hr,H1-4
25239,ENSG00000100823,APEX1,Stim8hr,667.0,147,63,210,-32.415925237654506,True,194.01326001494985,True,>10 DE genes,on-target KD,ENSG00000100823,ENSG00000100823_Stim8hr,APEX1
25243,ENSG00000108001,EBF3,Stim8hr,935.0,621,226,847,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000108001,ENSG00000108001_Stim8hr,EBF3
25271,ENSG00000168404,MLKL,Stim8hr,2261.0,34,3,37,-24.407658384994512,True,41.88748547626578,False,>10 DE genes,on-target KD,ENSG00000168404,ENSG00000168404_Stim8hr,MLKL
25276,ENSG00000171530,TBCA,Stim8hr,181.0,50,28,78,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000171530,ENSG00000171530_Stim8hr,TBCA
25277,ENSG00000171634,BPTF,Stim8hr,279.0,229,375,604,-10.700764047586109,True,73.57726702347786,False,>10 DE genes,on-target KD,ENSG00000171634,ENSG00000171634_Stim8hr,BPTF
25299,ENSG00000112576,CCND3,Stim48hr,1404.0,77,123,200,-18.42962581714094,True,307.2627284555832,False,>10 DE genes,on-target KD,ENSG00000112576,ENSG00000112576_Stim48hr,CCND3
25302,ENSG00000119335,SET,Stim48hr,278.0,48,44,92,-8.503788400998971,True,84.02504455760868,False,>10 DE genes,on-target KD,ENSG00000119335,ENSG00000119335_Stim48hr,SET
25305,ENSG00000132612,VPS4A,Stim48hr,322.0,27,23,50,-19.24854601557046,True,137.24714356826664,False,>10 DE genes,on-target KD,ENSG00000132612,ENSG00000132612_Stim48hr,VPS4A
25319,ENSG00000167130,DOLPP1,Stim48hr,1710.0,840,666,1506,-12.372949695379331,True,12.722174591562878,False,>10 DE genes,on-target KD,ENSG00000167130,ENSG00000167130_Stim48hr,DOLPP1
25320,ENSG00000168876,ANKRD49,Stim48hr,133.0,204,150,354,-4.780707911760359,True,27.25896229180369,True,>10 DE genes,on-target KD,ENSG00000168876,ENSG00000168876_Stim48hr,ANKRD49
25322,ENSG00000170485,NPAS2,Stim48hr,233.0,45,31,76,-1.4675520051970443,False,1.598509641927803,False,>10 DE genes,no on-target KD,ENSG00000170485,ENSG00000170485_Stim48hr,NPAS2
25330,ENSG00000204469,PRRC2A,Stim48hr,369.0,27,58,85,-15.405103874691282,True,81.71026836490552,False,>10 DE genes,on-target KD,ENSG00000204469,ENSG00000204469_Stim48hr,PRRC2A
25334,ENSG00000213563,C8orf82,Stim48hr,126.0,25,18,43,0.0198877050029786,False,0.177616923651058,False,>10 DE genes,no on-target KD,ENSG00000213563,ENSG00000213563_Stim48hr,C8orf82
25337,ENSG00000246705,H2AFJ,Stim48hr,1093.0,22,26,48,-22.32282073388225,True,65.17451690263782,True,>10 DE genes,on-target KD,ENSG00000246705,ENSG00000246705_Stim48hr,H2AJ
25345,ENSG00000114354,TFG,Stim8hr,505.0,257,177,434,-15.743929457616094,True,57.38149367210116,False,>10 DE genes,on-target KD,ENSG00000114354,ENSG00000114354_Stim8hr,TFG
25348,ENSG00000117448,AKR1A1,Stim8hr,383.0,42,7,49,-9.978510164288254,True,152.0891075077528,True,>10 DE genes,on-target KD,ENSG00000117448,ENSG00000117448_Stim8hr,AKR1A1
25355,ENSG00000137193,PIM1,Stim8hr,129.0,455,477,932,-9.958486406239423,True,126.75362744864142,False,>10 DE genes,on-target KD,ENSG00000137193,ENSG00000137193_Stim8hr,PIM1
25370,ENSG00000162972,MAIP1,Stim8hr,285.0,24,7,31,-14.099673376867226,True,79.42917559990688,True,>10 DE genes,on-target KD,ENSG00000162972,ENSG00000162972_Stim8hr,MAIP1
25381,ENSG00000204599,TRIM39,Stim8hr,898.0,4,35,39,-5.386992251433232,True,3.362237858339284,False,>10 DE genes,on-target KD,ENSG00000204599,ENSG00000204599_Stim8hr,TRIM39
25401,ENSG00000114030,KPNA1,Stim48hr,1133.0,114,25,139,-19.306174545738124,True,49.51980657794103,False,>10 DE genes,on-target KD,ENSG00000114030,ENSG00000114030_Stim48hr,KPNA1
25402,ENSG00000114125,RNF7,Stim48hr,99.0,51,11,62,-13.122217203428074,True,239.0814249967568,False,>10 DE genes,on-target KD,ENSG00000114125,ENSG00000114125_Stim48hr,RNF7
25426,ENSG00000163832,ELP6,Stim48hr,573.0,27,11,38,-9.695619474307245,True,56.40644967744476,False,>10 DE genes,on-target KD,ENSG00000163832,ENSG00000163832_Stim48hr,ELP6
25445,ENSG00000105518,TMEM205,Rest,884.0,65,3,68,-8.70755400580167,True,10.77909728723161,False,>10 DE genes,on-target KD,ENSG00000105518,ENSG00000105518_Rest,TMEM205
25454,ENSG00000134248,LAMTOR5,Rest,134.0,25,11,36,-7.520950628153213,True,49.03885500143412,False,>10 DE genes,on-target KD,ENSG00000134248,ENSG00000134248_Rest,LAMTOR5
25457,ENSG00000140941,MAP1LC3B,Rest,601.0,122,45,167,-19.62289444135969,True,75.0177298439641,False,>10 DE genes,on-target KD,ENSG00000140941,ENSG00000140941_Rest,MAP1LC3B
25468,ENSG00000167118,URM1,Rest,314.0,271,160,431,-7.917439389705139,True,27.764179837084885,False,>10 DE genes,on-target KD,ENSG00000167118,ENSG00000167118_Rest,URM1
25481,ENSG00000204310,AGPAT1,Rest,109.0,175,28,203,-7.324490009236622,True,80.76995775932237,True,>10 DE genes,on-target KD,ENSG00000204310,ENSG00000204310_Rest,AGPAT1
25494,ENSG00000082458,DLG3,Rest,1180.0,30,14,44,-5.265812804544513,True,19.382276724952742,False,>10 DE genes,on-target KD,ENSG00000082458,ENSG00000082458_Rest,DLG3
25498,ENSG00000100418,DESI1,Rest,139.0,98,30,128,-6.329789078337612,True,49.11342707180651,False,>10 DE genes,on-target KD,ENSG00000100418,ENSG00000100418_Rest,DESI1
25513,ENSG00000140525,FANCI,Rest,114.0,63,21,84,-4.585274724190268,True,140.47115419126462,False,>10 DE genes,on-target KD,ENSG00000140525,ENSG00000140525_Rest,FANCI
25522,ENSG00000167770,OTUB1,Rest,403.0,206,99,305,-14.451711884587144,True,71.62101401215686,False,>10 DE genes,on-target KD,ENSG00000167770,ENSG00000167770_Rest,OTUB1
25533,ENSG00000213079,SCAF8,Rest,293.0,38,44,82,-10.376186559278947,True,44.573056052504654,False,>10 DE genes,on-target KD,ENSG00000213079,ENSG00000213079_Rest,SCAF8
25536,ENSG00000241468,ATP5MF,Rest,269.0,79,17,96,-10.401304543986823,True,51.98868467243499,False,>10 DE genes,on-target KD,ENSG00000241468,ENSG00000241468_Rest,ATP5MF
25551,ENSG00000116514,RNF19B,Stim8hr,757.0,356,96,452,-10.208058998482048,True,52.264487618394895,False,>10 DE genes,on-target KD,ENSG00000116514,ENSG00000116514_Stim8hr,RNF19B
25558,ENSG00000138777,PPA2,Stim8hr,164.0,150,110,260,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000138777,ENSG00000138777_Stim8hr,PPA2
25563,ENSG00000151502,VPS26B,Stim8hr,259.0,136,41,177,-12.405815632686815,True,64.57732902367927,True,>10 DE genes,on-target KD,ENSG00000151502,ENSG00000151502_Stim8hr,VPS26B
25581,ENSG00000198171,DDRGK1,Stim8hr,573.0,799,907,1706,-19.44042445594313,True,69.066158432781,True,>10 DE genes,on-target KD,ENSG00000198171,ENSG00000198171_Stim8hr,DDRGK1
25605,ENSG00000142867,BCL10,Stim48hr,427.0,1495,1485,2980,-10.545179020665367,True,54.32294421612116,False,>10 DE genes,on-target KD,ENSG00000142867,ENSG00000142867_Stim48hr,BCL10
25616,ENSG00000162613,FUBP1,Stim48hr,281.0,635,618,1253,-22.76845815235999,True,200.0228227543232,False,>10 DE genes,on-target KD,ENSG00000162613,ENSG00000162613_Stim48hr,FUBP1
25633,ENSG00000196367,TRRAP,Stim48hr,256.0,17,18,35,-9.077370666071207,True,103.46857122646912,False,>10 DE genes,on-target KD,ENSG00000196367,ENSG00000196367_Stim48hr,TRRAP
25659,ENSG00000125818,PSMF1,Rest,1589.0,218,181,399,-33.28801546691356,True,99.57092375163175,False,>10 DE genes,on-target KD,ENSG00000125818,ENSG00000125818_Rest,PSMF1
25687,ENSG00000272333,KMT2B,Rest,605.0,7,28,35,-15.028069238303,True,66.38456699626988,False,>10 DE genes,on-target KD,ENSG00000272333,ENSG00000272333_Rest,KMT2B
25691,ENSG00000067225,PKM,Stim48hr,296.0,135,67,202,-10.262939928924618,True,354.5525061573175,False,>10 DE genes,on-target KD,ENSG00000067225,ENSG00000067225_Stim48hr,PKM
25695,ENSG00000084764,MAPRE3,Stim48hr,165.0,88,63,151,-2.7270060501216338,True,5.839544853060141,False,>10 DE genes,on-target KD,ENSG00000084764,ENSG00000084764_Stim48hr,MAPRE3
25699,ENSG00000104331,IMPAD1,Stim48hr,114.0,34,20,54,-4.986572541289003,True,133.4782224080167,False,>10 DE genes,on-target KD,ENSG00000104331,ENSG00000104331_Stim48hr,BPNT2
25710,ENSG00000143437,ARNT,Stim48hr,795.0,1344,1603,2947,-19.14767371704712,True,59.72395340148847,False,>10 DE genes,on-target KD,ENSG00000143437,ENSG00000143437_Stim48hr,ARNT
25711,ENSG00000144848,ATG3,Stim48hr,370.0,15,21,36,-18.929870281154795,True,109.38114717197772,False,>10 DE genes,on-target KD,ENSG00000144848,ENSG00000144848_Stim48hr,ATG3
25714,ENSG00000153391,INO80C,Stim48hr,438.0,209,248,457,-12.22282628977296,True,41.15046859159401,False,>10 DE genes,on-target KD,ENSG00000153391,ENSG00000153391_Stim48hr,INO80C
