,target,effect_size,standard_error,num,neg|goodsgrna,pos|goodsgrna,pvalue,phenotype,perturbation_type,goodsgrna
73421,CXCR4,0.011199,0.015907932660385114,12,1,3,0.24072,Pri.CRi.CD8.IFNG,CRISPRi,4
73422,GPR26,0.11679,0.07211242138391406,12,2,2,0.052664,Pri.CRi.CD8.IFNG,CRISPRi,4
73423,MRNIP,0.01558,0.016983729053098365,12,2,4,0.17948,Pri.CRi.CD8.IFNG,CRISPRi,6
73424,SF3A2,-0.090182,0.07669926569575825,12,2,3,0.88016,Pri.CRi.CD8.IFNG,CRISPRi,5
73425,ADCY8,-0.072519,0.061582541294389954,12,2,2,0.88052,Pri.CRi.CD8.IFNG,CRISPRi,4
73426,CARNS1,0.14994,0.9224760677589515,12,2,5,0.43544,Pri.CRi.CD8.IFNG,CRISPRi,7
73427,DAB2,0.046533,0.10948351921616907,12,2,4,0.66459,Pri.CRi.CD8.IFNG,CRISPRi,6
73428,UGT2A3,0.21194,0.10912233091344381,12,1,6,0.026055,Pri.CRi.CD8.IFNG,CRISPRi,7
73429,CPSF7,0.04123,0.023334576880017877,12,1,4,0.038622,Pri.CRi.CD8.IFNG,CRISPRi,5
73430,TCEANC2,0.16593,0.1508290505678591,12,1,6,0.13564,Pri.CRi.CD8.IFNG,CRISPRi,7
73431,SLC25A51,0.03951,0.05533523462986618,12,2,6,0.23761,Pri.CRi.CD8.IFNG,CRISPRi,8
73432,PDCL2,0.14361,0.5571682042291553,12,1,3,0.3983,Pri.CRi.CD8.IFNG,CRISPRi,4
73433,GPRC5A,0.17681,0.18150104654003757,12,1,6,0.16499,Pri.CRi.CD8.IFNG,CRISPRi,7
73434,TMEM52B,0.10546,1.2495557254019256,12,1,4,0.46637,Pri.CRi.CD8.IFNG,CRISPRi,5
73435,SRD5A1,0.032302,0.01659813107572666,12,2,1,0.97418,Pri.CRi.CD8.IFNG,CRISPRi,3
73436,FAIM2,-0.10615,0.09014171125359552,12,2,2,0.88052,Pri.CRi.CD8.IFNG,CRISPRi,4
73438,VPS37D,-0.013984,0.011875098352993687,12,2,4,0.88052,Pri.CRi.CD8.IFNG,CRISPRi,6
73439,LCT,0.085443,0.31162173172080976,12,1,3,0.60803,Pri.CRi.CD8.IFNG,CRISPRi,4
73440,RNF8,0.077352,0.27985415271078873,12,2,3,0.60888,Pri.CRi.CD8.IFNG,CRISPRi,5
73441,QRSL1,0.12479,0.10274636757968075,12,2,6,0.11227,Pri.CRi.CD8.IFNG,CRISPRi,8
73442,RAD54L2,0.063275,0.04369550128478887,12,1,4,0.073796,Pri.CRi.CD8.IFNG,CRISPRi,5
73443,C14orf1,0.060185,0.27473675161740135,12,2,3,0.5867,Pri.CRi.CD8.IFNG,CRISPRi,5
73444,TMEM72,0.12276,0.8680669430886301,12,2,5,0.44377,Pri.CRi.CD8.IFNG,CRISPRi,7
73445,ELANE,0.0023097,0.006510368541877024,12,2,3,0.63862,Pri.CRi.CD8.IFNG,CRISPRi,5
73446,TTC34,0.11682,0.10788758688425079,12,2,5,0.13945,Pri.CRi.CD8.IFNG,CRISPRi,7
73447,KLC3,0.10347,0.07145276203772588,12,2,5,0.073796,Pri.CRi.CD8.IFNG,CRISPRi,7
73448,HIST1H1C,0.019559,0.012741890179616118,12,2,2,0.93761,Pri.CRi.CD8.IFNG,CRISPRi,4
73449,NGDN,0.13396,0.12354725089050901,12,1,5,0.13912,Pri.CRi.CD8.IFNG,CRISPRi,6
73450,RTTN,0.23216,0.1931847715838067,12,1,6,0.11473,Pri.CRi.CD8.IFNG,CRISPRi,7
73451,NIPSNAP2,-0.055112,0.04663742143643984,12,2,3,0.88134,Pri.CRi.CD8.IFNG,CRISPRi,5
73452,TMEM183A,0.11501,0.12757026162515522,12,1,6,0.18365,Pri.CRi.CD8.IFNG,CRISPRi,7
73453,LAPTM4A,-0.02083,0.01759616891296513,12,2,3,0.88175,Pri.CRi.CD8.IFNG,CRISPRi,5
73454,KYNU,0.21858,0.14572059910028234,12,1,6,0.066808,Pri.CRi.CD8.IFNG,CRISPRi,7
73455,ADAMTSL5,0.19563,0.12746253618779435,12,1,6,0.062416,Pri.CRi.CD8.IFNG,CRISPRi,7
73456,CLTB,0.10923,0.27888074889481385,12,2,4,0.34765,Pri.CRi.CD8.IFNG,CRISPRi,6
73457,RASGEF1A,-0.026379,0.02228369369923702,12,2,3,0.88175,Pri.CRi.CD8.IFNG,CRISPRi,5
73458,SMARCD2,0.22064,0.22528899148712683,12,1,6,0.1637,Pri.CRi.CD8.IFNG,CRISPRi,7
73459,GPAT2,0.16274,0.4093825621298182,12,2,5,0.34549,Pri.CRi.CD8.IFNG,CRISPRi,7
73460,AQP12A,0.21794,0.32971853535617496,12,2,5,0.25431,Pri.CRi.CD8.IFNG,CRISPRi,7
73461,KPRP,0.019876,0.01851718215938799,12,2,3,0.85845,Pri.CRi.CD8.IFNG,CRISPRi,5
73462,ATF3,0.082246,0.10700970187959376,12,1,3,0.77893,Pri.CRi.CD8.IFNG,CRISPRi,4
73463,IFNA2,0.13278,0.09264114621055419,12,2,6,0.07589,Pri.CRi.CD8.IFNG,CRISPRi,8
73464,C1RL,-0.04005,0.03383228828440967,12,1,2,0.88175,Pri.CRi.CD8.IFNG,CRISPRi,3
73465,CYP4A11,0.078304,0.04819228738178031,12,2,1,0.9479,Pri.CRi.CD8.IFNG,CRISPRi,3
73466,AQP11,0.10392,0.148264675934312,12,2,6,0.24168,Pri.CRi.CD8.IFNG,CRISPRi,8
73467,ZNF215,0.11802,0.26293872891553755,12,2,5,0.32677,Pri.CRi.CD8.IFNG,CRISPRi,7
73468,CHRNA10,0.062632,0.2391464413362838,12,2,4,0.3967,Pri.CRi.CD8.IFNG,CRISPRi,6
73469,H2AFX,0.045913,0.138563381788992,12,2,3,0.62981,Pri.CRi.CD8.IFNG,CRISPRi,5
73470,RASSF8,0.16396,0.47713269227306626,12,1,3,0.63444,Pri.CRi.CD8.IFNG,CRISPRi,4
73471,BTBD8,0.22314,0.724226094039567,12,2,4,0.621,Pri.CRi.CD8.IFNG,CRISPRi,6
73472,MOSPD3,0.095867,0.06620239623340742,12,1,6,0.073796,Pri.CRi.CD8.IFNG,CRISPRi,7
73473,CDH19,0.102,0.2188608265491664,12,1,4,0.32059,Pri.CRi.CD8.IFNG,CRISPRi,5
73474,PYDC2,0.026501,0.01570975699522749,12,2,1,0.95419,Pri.CRi.CD8.IFNG,CRISPRi,3
73475,CARD17,-0.079642,0.06722028136584883,12,2,3,0.88195,Pri.CRi.CD8.IFNG,CRISPRi,5
73476,RPL30,0.30477,0.5208317265155378,12,1,5,0.27922,Pri.CRi.CD8.IFNG,CRISPRi,6
73477,SETD6,0.030058,0.78304786872152,12,1,4,0.48469,Pri.CRi.CD8.IFNG,CRISPRi,5
73478,FLNC,0.1306,0.3910186487714132,12,2,5,0.36919,Pri.CRi.CD8.IFNG,CRISPRi,7
73479,SEC24B,0.24297,0.18741240995571853,12,1,6,0.097411,Pri.CRi.CD8.IFNG,CRISPRi,7
73480,POMT2,0.11544,0.3794617585541164,12,2,4,0.61952,Pri.CRi.CD8.IFNG,CRISPRi,6
73481,OR2G3,-0.034296,0.028880196993765997,12,1,3,0.88249,Pri.CRi.CD8.IFNG,CRISPRi,4
73482,NUDCD3,-0.015219,0.012815713728951619,12,2,4,0.88249,Pri.CRi.CD8.IFNG,CRISPRi,6
73483,AGPAT5,0.12651,0.2638040926974647,12,2,5,0.31577,Pri.CRi.CD8.IFNG,CRISPRi,7
73484,PIGO,0.08675,0.04764126610324674,12,2,6,0.034311,Pri.CRi.CD8.IFNG,CRISPRi,8
73485,PALM3,0.012914,0.006652302716146784,12,2,5,0.026112,Pri.CRi.CD8.IFNG,CRISPRi,7
73486,SCN7A,0.12833,0.1459338088451209,12,1,4,0.1896,Pri.CRi.CD8.IFNG,CRISPRi,5
73487,ATG7,0.22538,0.1564395888772345,12,1,7,0.074837,Pri.CRi.CD8.IFNG,CRISPRi,8
73488,AIMP2,0.047741,0.09767451725242876,12,1,3,0.3125,Pri.CRi.CD8.IFNG,CRISPRi,4
73489,ATG101,0.43528,0.12236569397026416,12,1,8,0.00018741,Pri.CRi.CD8.IFNG,CRISPRi,9
73490,ODF2L,0.14461,0.08142540706765672,12,1,6,0.037868,Pri.CRi.CD8.IFNG,CRISPRi,7
73491,ZNF212,0.026953,0.04843954714765172,12,1,5,0.28896,Pri.CRi.CD8.IFNG,CRISPRi,6
73492,APBB1IP,0.24795,0.14325028940433449,12,2,7,0.041736,Pri.CRi.CD8.IFNG,CRISPRi,9
73493,EDF1,0.17902,0.09909690336034625,12,1,5,0.035419,Pri.CRi.CD8.IFNG,CRISPRi,6
73495,PTF1A,-0.020375,0.017130401707407254,12,2,3,0.88286,Pri.CRi.CD8.IFNG,CRISPRi,5
73496,LIN7C,0.12813,0.09498695535535888,12,1,5,0.088681,Pri.CRi.CD8.IFNG,CRISPRi,6
73497,ERI3,0.14426,0.1856066146615122,12,2,5,0.21851,Pri.CRi.CD8.IFNG,CRISPRi,7
73498,OR2V2,-0.0049667,0.004169180105711301,12,1,4,0.88323,Pri.CRi.CD8.IFNG,CRISPRi,5
73499,PSD,0.13403,0.13621061285582306,12,2,2,0.83744,Pri.CRi.CD8.IFNG,CRISPRi,4
73500,CHRNA7,0.038196,0.1835340742489331,12,2,3,0.58243,Pri.CRi.CD8.IFNG,CRISPRi,5
73501,C2orf76,0.11746,0.17130641019294385,12,2,5,0.24646,Pri.CRi.CD8.IFNG,CRISPRi,7
73502,FBL,0.26084,0.08670232113910005,12,1,6,0.0013129,Pri.CRi.CD8.IFNG,CRISPRi,7
73503,PTPN23,0.25916,0.25108657289111286,12,1,6,0.151,Pri.CRi.CD8.IFNG,CRISPRi,7
73504,SLC2A12,0.16924,0.23246544025129848,12,2,6,0.2333,Pri.CRi.CD8.IFNG,CRISPRi,8
73505,FAM221B,0.10027,0.08121669277803552,12,2,5,0.10849,Pri.CRi.CD8.IFNG,CRISPRi,7
73506,C15orf40,0.092271,0.1461800019960684,12,2,5,0.26395,Pri.CRi.CD8.IFNG,CRISPRi,7
73507,AMMECR1,-0.012945,0.0107727069659497,12,2,3,0.88525,Pri.CRi.CD8.IFNG,CRISPRi,5
73508,ERGIC3,0.18681,0.3669600370361368,12,1,5,0.30535,Pri.CRi.CD8.IFNG,CRISPRi,6
73509,TPBG,0.053931,0.18891649747594214,12,2,3,0.61236,Pri.CRi.CD8.IFNG,CRISPRi,5
73510,TTC16,-0.014862,0.012345191317114017,12,1,3,0.88568,Pri.CRi.CD8.IFNG,CRISPRi,4
73511,CHST5,0.12639,0.16346923545781952,12,1,5,0.21971,Pri.CRi.CD8.IFNG,CRISPRi,6
73512,SEZ6,0.21826,0.09872722173393517,12,1,5,0.013527,Pri.CRi.CD8.IFNG,CRISPRi,6
73513,ZFP36L1,0.27509,0.12218772685536937,12,2,6,0.012181,Pri.CRi.CD8.IFNG,CRISPRi,8
73514,OR2T34,0.1067,0.4294933893728159,12,1,4,0.4019,Pri.CRi.CD8.IFNG,CRISPRi,5
73515,PPAT,-0.0093733,0.007774938692584898,12,2,1,0.88601,Pri.CRi.CD8.IFNG,CRISPRi,3
73516,ZCCHC9,0.20424,0.20314123105464693,12,2,6,0.15735,Pri.CRi.CD8.IFNG,CRISPRi,8
73517,NOC2L,0.0010972,0.0013165930301943204,12,1,3,0.79768,Pri.CRi.CD8.IFNG,CRISPRi,4
73518,OR10A5,0.15036,3.9170629297015016,12,1,4,0.48469,Pri.CRi.CD8.IFNG,CRISPRi,5
73519,NUP210,0.18344,0.17136120291825452,12,2,6,0.1422,Pri.CRi.CD8.IFNG,CRISPRi,8
73520,BBS10,0.1356,0.08421692721496764,12,2,5,0.053685,Pri.CRi.CD8.IFNG,CRISPRi,7
73521,LOR,0.014986,0.2425801206544985,12,2,4,0.47537,Pri.CRi.CD8.IFNG,CRISPRi,6
73522,YIPF4,0.04673,0.6361277063822679,12,2,4,0.52928,Pri.CRi.CD8.IFNG,CRISPRi,6
73523,TAS2R13,0.11122,0.09738766656907191,12,2,4,0.12672,Pri.CRi.CD8.IFNG,CRISPRi,6
73524,PCDHB14,0.14736,0.3459513276063682,12,2,4,0.33507,Pri.CRi.CD8.IFNG,CRISPRi,6
73525,MEI1,0.13473,0.2710176550773803,12,2,4,0.69045,Pri.CRi.CD8.IFNG,CRISPRi,6
73526,OR5M3,-0.00058821,0.0004863764413609372,12,1,2,0.88674,Pri.CRi.CD8.IFNG,CRISPRi,3
73527,GARS,-0.06008,0.0496786803980978,12,2,1,0.88674,Pri.CRi.CD8.IFNG,CRISPRi,3
73528,SSSCA1,0.066702,0.22414443667156428,12,2,4,0.38301,Pri.CRi.CD8.IFNG,CRISPRi,6
73529,SPOCK2,-0.076094,0.06292026475054684,12,2,4,0.88674,Pri.CRi.CD8.IFNG,CRISPRi,6
73531,CASP7,0.0088331,0.025772606674916057,12,1,4,0.6341,Pri.CRi.CD8.IFNG,CRISPRi,5
73532,TCP11L1,-0.031007,0.025637824683316653,12,2,3,0.88675,Pri.CRi.CD8.IFNG,CRISPRi,5
73533,SMARCC2,0.15753,0.47656092071304257,12,1,4,0.37049,Pri.CRi.CD8.IFNG,CRISPRi,5
73534,NAT8B,0.21121,0.12573203943453604,12,1,6,0.046494,Pri.CRi.CD8.IFNG,CRISPRi,7
73535,GPT2,-0.027201,0.02249087203569827,12,2,4,0.88675,Pri.CRi.CD8.IFNG,CRISPRi,6
73536,ELAC2,0.15425,0.2178547164322357,12,1,6,0.23946,Pri.CRi.CD8.IFNG,CRISPRi,7
73537,UBQLN4,-0.11077,0.0914510581953884,12,2,3,0.8871,Pri.CRi.CD8.IFNG,CRISPRi,5
73538,PAX2,0.10439,0.4915525518619703,12,1,2,0.58409,Pri.CRi.CD8.IFNG,CRISPRi,3
73539,SREBF2,0.0028906,0.004445888555237813,12,2,2,0.74221,Pri.CRi.CD8.IFNG,CRISPRi,4
73540,RNASE9,0.125,0.2978855777030869,12,2,4,0.66262,Pri.CRi.CD8.IFNG,CRISPRi,6
73541,GDNF,0.17313,0.2107389327537705,12,2,3,0.79433,Pri.CRi.CD8.IFNG,CRISPRi,5
73542,LRRC18,0.2464,0.11516363780524858,12,1,7,0.016195,Pri.CRi.CD8.IFNG,CRISPRi,8
73543,BUB3,0.47299,0.1654372893695599,12,1,8,0.0021247,Pri.CRi.CD8.IFNG,CRISPRi,9
73544,CPLX1,0.011534,0.010461582820922865,12,2,2,0.86488,Pri.CRi.CD8.IFNG,CRISPRi,4
73545,CATSPERZ,-0.028668,0.02362531195889602,12,2,1,0.88752,Pri.CRi.CD8.IFNG,CRISPRi,3
73546,GNA11,0.0057976,0.02304881993147813,12,1,3,0.5993,Pri.CRi.CD8.IFNG,CRISPRi,4
73547,CAST,0.057603,0.5995549325851159,12,1,4,0.53827,Pri.CRi.CD8.IFNG,CRISPRi,5
73548,C11orf95,0.02202,0.11762513979823268,12,2,5,0.42575,Pri.CRi.CD8.IFNG,CRISPRi,7
73549,MICU1,-0.044457,0.036637034106203455,12,2,2,0.88752,Pri.CRi.CD8.IFNG,CRISPRi,4
73550,RAD51,0.13298,0.14639324519978117,12,2,3,0.18184,Pri.CRi.CD8.IFNG,CRISPRi,5
73551,RNF149,0.12955,0.23442646437584194,12,1,5,0.29026,Pri.CRi.CD8.IFNG,CRISPRi,6
73552,SELENBP1,0.058282,0.05744848747016264,12,2,5,0.15517,Pri.CRi.CD8.IFNG,CRISPRi,7
73553,THOC3,0.31218,0.07518481482601831,12,2,6,1.6467e-05,Pri.CRi.CD8.IFNG,CRISPRi,8
73554,GFAP,0.17547,0.15428877450120687,12,1,6,0.12771,Pri.CRi.CD8.IFNG,CRISPRi,7
73555,ZNF93,0.0088819,0.008545948020159063,12,1,3,0.14933,Pri.CRi.CD8.IFNG,CRISPRi,4
73556,RFTN1,0.19168,0.14472697795070424,12,2,6,0.092681,Pri.CRi.CD8.IFNG,CRISPRi,8
73557,RPS12,0.36447,0.1300097184747671,12,2,9,0.0025283,Pri.CRi.CD8.IFNG,CRISPRi,11
73558,SNRPD1,-0.039822,0.03273669682786213,12,2,3,0.88809,Pri.CRi.CD8.IFNG,CRISPRi,5
73559,TGM1,-0.098321,0.08075401967101403,12,2,2,0.8883,Pri.CRi.CD8.IFNG,CRISPRi,4
73560,MRPS34,0.10513,0.3147610302093313,12,2,4,0.36919,Pri.CRi.CD8.IFNG,CRISPRi,6
73561,SAMD14,0.14995,0.1813733194744756,12,2,5,0.20419,Pri.CRi.CD8.IFNG,CRISPRi,7
73562,KRT20,0.024978,0.015338000722336747,12,2,5,0.051709,Pri.CRi.CD8.IFNG,CRISPRi,7
73563,ZDBF2,-0.037009,0.030372981424147134,12,1,4,0.88848,Pri.CRi.CD8.IFNG,CRISPRi,5
73564,PLOD2,0.077025,0.07840446866513229,12,2,2,0.83705,Pri.CRi.CD8.IFNG,CRISPRi,4
73565,RABGEF1,0.17763,0.23893231702725398,12,1,6,0.22861,Pri.CRi.CD8.IFNG,CRISPRi,7
73566,RFC4,0.25244,0.17940198126668586,12,1,7,0.079696,Pri.CRi.CD8.IFNG,CRISPRi,8
73567,SLIRP,-0.0084307,0.0069022708170597925,12,2,4,0.88904,Pri.CRi.CD8.IFNG,CRISPRi,6
73568,CROCC,-0.031255,0.02558867880332639,12,2,3,0.88904,Pri.CRi.CD8.IFNG,CRISPRi,5
73569,C16orf72,0.025439,0.019699436247381165,12,1,2,0.90171,Pri.CRi.CD8.IFNG,CRISPRi,3
73570,RHAG,0.056194,1.150963493559058,12,2,4,0.51947,Pri.CRi.CD8.IFNG,CRISPRi,6
73572,PKHD1,0.20216,0.17327080578490456,10,1,4,0.12166,Pri.CRi.CD8.IFNG,CRISPRi,5
73573,RPL14,0.56973,0.1337206428169226,12,1,9,1.0194e-05,Pri.CRi.CD8.IFNG,CRISPRi,10
73574,CAPN13,0.1079,0.10446085008999878,12,1,5,0.15082,Pri.CRi.CD8.IFNG,CRISPRi,6
73575,FAM217B,-0.051095,0.04170159947810963,12,2,4,0.88976,Pri.CRi.CD8.IFNG,CRISPRi,6
73576,TMX3,-0.060876,0.04968228898041264,12,2,3,0.88977,Pri.CRi.CD8.IFNG,CRISPRi,5
73577,SAV1,0.0075258,0.00657955540636445,12,1,4,0.12635,Pri.CRi.CD8.IFNG,CRISPRi,5
73578,ANP32B,0.07166,0.06763958607551773,12,1,5,0.1447,Pri.CRi.CD8.IFNG,CRISPRi,6
73579,LAIR2,0.017456,0.015376653253536226,12,2,1,0.12814,Pri.CRi.CD8.IFNG,CRISPRi,3
73580,GPHB5,0.12757,2.3615750265341378,12,2,4,0.52154,Pri.CRi.CD8.IFNG,CRISPRi,6
73581,SETD9,0.11225,0.04948033499787653,12,1,4,0.011647,Pri.CRi.CD8.IFNG,CRISPRi,5
73582,SGCA,0.10376,0.06687003178284356,12,1,5,0.060371,Pri.CRi.CD8.IFNG,CRISPRi,6
73583,ZNF471,0.09173,0.13750941010236833,12,2,4,0.25236,Pri.CRi.CD8.IFNG,CRISPRi,6
73584,CCDC18,0.013039,0.10483791973933554,12,2,3,0.45051,Pri.CRi.CD8.IFNG,CRISPRi,5
73585,BMP2,0.13666,0.0540985098280679,12,2,5,0.0057663,Pri.CRi.CD8.IFNG,CRISPRi,7
73586,ZFAND6,0.12048,0.16343621632576258,12,2,6,0.23051,Pri.CRi.CD8.IFNG,CRISPRi,8
73587,PELI1,0.12275,1.1613003150996994,12,1,4,0.45791,Pri.CRi.CD8.IFNG,CRISPRi,5
73588,ABCG5,0.10544,1.5625491654044346,12,1,4,0.5269,Pri.CRi.CD8.IFNG,CRISPRi,5
73589,C17orf53,-0.061867,0.05023537212620425,12,1,3,0.89094,Pri.CRi.CD8.IFNG,CRISPRi,4
73590,SLITRK2,-0.085106,0.06898514893528944,12,2,5,0.89134,Pri.CRi.CD8.IFNG,CRISPRi,7
73591,COA1,-0.018618,0.015065121123249122,12,2,4,0.89174,Pri.CRi.CD8.IFNG,CRISPRi,6
73592,RPS27A,0.57419,0.1648348505040861,12,1,7,0.00024752,Pri.CRi.CD8.IFNG,CRISPRi,8
73594,RFC3,0.3668,0.13826962586936725,12,1,8,0.0039915,Pri.CRi.CD8.IFNG,CRISPRi,9
73595,HS3ST4,0.081348,0.06662032885014053,12,1,2,0.88897,Pri.CRi.CD8.IFNG,CRISPRi,3
73596,COX6A1,0.14519,0.2080099330780599,12,2,5,0.24259,Pri.CRi.CD8.IFNG,CRISPRi,7
73597,ZNF577,-0.017627,0.014239650473374348,12,2,5,0.89212,Pri.CRi.CD8.IFNG,CRISPRi,7
73598,BHMT,0.2278,0.09268034813946556,12,1,6,0.0069874,Pri.CRi.CD8.IFNG,CRISPRi,7
73599,PGC,0.056812,0.04018577573303457,12,2,1,0.92128,Pri.CRi.CD8.IFNG,CRISPRi,3
73600,CLSPN,0.19597,0.14123584767442324,12,2,4,0.082639,Pri.CRi.CD8.IFNG,CRISPRi,6
73601,RCN3,0.085692,0.08329424802143431,12,1,6,0.15179,Pri.CRi.CD8.IFNG,CRISPRi,7
73602,CDC14A,0.11852,0.10417820875204321,12,2,5,0.12763,Pri.CRi.CD8.IFNG,CRISPRi,7
73603,NAPEPLD,0.14585,0.2635459484283614,12,1,5,0.28999,Pri.CRi.CD8.IFNG,CRISPRi,6
73604,LAG3,0.053524,0.41209799426194227,12,1,4,0.44833,Pri.CRi.CD8.IFNG,CRISPRi,5
73605,CAMKK2,0.14469,0.22277388586993147,12,2,5,0.25801,Pri.CRi.CD8.IFNG,CRISPRi,7
73607,C1QL3,0.014555,0.02268803645689298,12,2,4,0.26059,Pri.CRi.CD8.IFNG,CRISPRi,6
73608,KANSL1,-0.11496,0.09286833938952262,12,2,3,0.89212,Pri.CRi.CD8.IFNG,CRISPRi,5
73609,TMPRSS11E,0.077388,0.20281444306972124,12,2,2,0.64861,Pri.CRi.CD8.IFNG,CRISPRi,4
73610,DPP7,0.078662,0.16952622249934224,12,2,4,0.67868,Pri.CRi.CD8.IFNG,CRISPRi,6
73611,COX7A2L,0.055391,0.1089904866108447,12,1,4,0.30565,Pri.CRi.CD8.IFNG,CRISPRi,5
73612,PLAC4,0.059824,0.05208417130985271,12,1,5,0.12536,Pri.CRi.CD8.IFNG,CRISPRi,6
73613,OR4F15,-0.00014546,0.0001175072081384826,12,2,1,0.89212,Pri.CRi.CD8.IFNG,CRISPRi,3
73614,GIMAP7,0.052527,0.057055063397096914,12,1,3,0.82138,Pri.CRi.CD8.IFNG,CRISPRi,4
73615,ZNF444,0.033849,0.06619425588410567,12,2,3,0.69545,Pri.CRi.CD8.IFNG,CRISPRi,5
73616,ZBTB7A,0.268,0.10749848292503317,12,1,6,0.0063324,Pri.CRi.CD8.IFNG,CRISPRi,7
73617,BMP3,0.089546,0.22579771087294184,12,2,5,0.34584,Pri.CRi.CD8.IFNG,CRISPRi,7
73618,IFRD1,0.029638,0.1954646488539435,12,1,3,0.43974,Pri.CRi.CD8.IFNG,CRISPRi,4
73619,ARHGDIG,-0.086612,0.06973947665819799,12,2,2,0.89287,Pri.CRi.CD8.IFNG,CRISPRi,4
73620,HCFC1,0.12443,0.0960749990576436,12,1,5,0.097637,Pri.CRi.CD8.IFNG,CRISPRi,6
73621,GC,0.078771,0.19655615797442166,12,1,3,0.3443,Pri.CRi.CD8.IFNG,CRISPRi,4
73622,RABEP1,-0.027418,0.022056584027568164,12,2,5,0.89308,Pri.CRi.CD8.IFNG,CRISPRi,7
73623,TAS2R16,0.20071,0.09694216847724181,12,1,8,0.019207,Pri.CRi.CD8.IFNG,CRISPRi,9
73624,EMP1,0.075335,0.17724928373734977,12,2,4,0.66459,Pri.CRi.CD8.IFNG,CRISPRi,6
73625,ANKRD34B,0.088703,0.3235420867396511,12,1,4,0.60802,Pri.CRi.CD8.IFNG,CRISPRi,5
73626,CIAPIN1,0.10297,0.6843580976914179,12,1,5,0.4402,Pri.CRi.CD8.IFNG,CRISPRi,6
73627,NELFA,0.15007,0.14885606108452493,12,2,6,0.15669,Pri.CRi.CD8.IFNG,CRISPRi,8
73628,MRPL28,0.14186,2.102268822119434,12,1,4,0.5269,Pri.CRi.CD8.IFNG,CRISPRi,5
73629,HNRNPA3,0.093107,0.2820519730383979,12,2,4,0.62934,Pri.CRi.CD8.IFNG,CRISPRi,6
73630,AK3,-0.064269,0.05140849522892795,12,2,1,0.89438,Pri.CRi.CD8.IFNG,CRISPRi,3
73631,ADTRP,0.15484,0.39092308128835,12,1,5,0.34602,Pri.CRi.CD8.IFNG,CRISPRi,6
73632,SNRNP27,0.10692,0.21601228971853587,12,2,5,0.31031,Pri.CRi.CD8.IFNG,CRISPRi,7
73633,EHBP1,0.15363,0.07699800438791231,12,1,5,0.023008,Pri.CRi.CD8.IFNG,CRISPRi,6
73634,MBD6,0.12984,0.8145951941145676,12,2,5,0.43668,Pri.CRi.CD8.IFNG,CRISPRi,7
73635,ZNF76,0.093476,0.19966071223905502,12,2,4,0.31983,Pri.CRi.CD8.IFNG,CRISPRi,6
73636,KCNJ4,0.016576,0.07964867564012763,12,2,3,0.58243,Pri.CRi.CD8.IFNG,CRISPRi,5
73637,HSD17B8,0.029692,0.019956492997359694,12,1,5,0.068397,Pri.CRi.CD8.IFNG,CRISPRi,6
73638,CNOT11,0.12208,0.05868629787314926,12,1,5,0.018753,Pri.CRi.CD8.IFNG,CRISPRi,6
73639,SCAF8,0.1835,0.17672007445403673,12,2,6,0.14955,Pri.CRi.CD8.IFNG,CRISPRi,8
73640,OLIG1,0.031813,0.03817423812392628,12,1,2,0.79768,Pri.CRi.CD8.IFNG,CRISPRi,3
73641,USP34,0.059207,0.0328222461197732,12,1,5,0.035626,Pri.CRi.CD8.IFNG,CRISPRi,6
73642,HFE,0.051017,0.05801531306671497,12,2,3,0.1896,Pri.CRi.CD8.IFNG,CRISPRi,5
73643,APIP,0.16677,0.35969101738573417,12,1,4,0.32145,Pri.CRi.CD8.IFNG,CRISPRi,5
73644,RAP2C,0.058211,0.07935819929793414,12,2,3,0.76838,Pri.CRi.CD8.IFNG,CRISPRi,5
73645,ENPP7,0.18917,0.1838768251203698,12,2,6,0.15179,Pri.CRi.CD8.IFNG,CRISPRi,8
73646,SAXO1,-0.094567,0.07540202207775046,12,2,2,0.89511,Pri.CRi.CD8.IFNG,CRISPRi,4
73647,IQCB1,-0.03908,0.031160034925486562,12,2,2,0.89511,Pri.CRi.CD8.IFNG,CRISPRi,4
73648,HINFP,0.10066,1.1521546008837191,12,2,4,0.46519,Pri.CRi.CD8.IFNG,CRISPRi,6
73649,PER3,0.045226,0.03134253824089159,12,2,4,0.074516,Pri.CRi.CD8.IFNG,CRISPRi,6
73651,ACSM2A,0.20259,0.14971742498854035,12,2,7,0.088004,Pri.CRi.CD8.IFNG,CRISPRi,9
73652,OR5M10,0.047756,0.06449778298679308,12,2,3,0.22952,Pri.CRi.CD8.IFNG,CRISPRi,5
73653,HIST1H4C,0.20524,0.1321324884090027,12,2,7,0.060177,Pri.CRi.CD8.IFNG,CRISPRi,9
73654,LY6L,0.14719,0.19713611288196978,12,2,6,0.22764,Pri.CRi.CD8.IFNG,CRISPRi,8
73655,LNX2,-0.037998,0.03019766821845656,12,2,3,0.89586,Pri.CRi.CD8.IFNG,CRISPRi,5
73656,AJUBA,0.16329,0.15106805175168955,12,2,6,0.13987,Pri.CRi.CD8.IFNG,CRISPRi,8
73657,PROKR2,0.023442,0.06394028363687132,12,2,5,0.35695,Pri.CRi.CD8.IFNG,CRISPRi,7
73658,NT5DC2,0.12335,0.1159379796592413,12,2,3,0.14368,Pri.CRi.CD8.IFNG,CRISPRi,5
